shape,family,size,seed,n_params,steps,lr,val_acc,test_acc,test_acc_exterior,test_acc_surface,test_acc_interior,test_acc_near,test_acc_surface_Kneg,test_acc_surface_Kpos,test_acc_cavity,test_loss,train_acc,sparsity,best_step,stop_step,seconds
chain_link_two,sae,"{""m"": 4}",0,31,15000,0.005,0.5042002201080322,0.5212970972061157,0.7436530590057373,0.48055556416511536,0.0,0.2928416430950165,0.5226666331291199,0.45047619938850403,0.17277486622333527,0.9308969378471375,0.515881359577179,0.17633654177188873,300,5000,9.8
chain_link_two,sae,"{""m"": 8}",0,59,15000,0.005,0.6601330041885376,0.6611744165420532,0.7880818247795105,0.8538889288902283,0.0,0.09761388599872589,0.9746666550636292,0.7676190137863159,0.0,0.6624235510826111,0.6594916582107544,0.4870508313179016,3400,6400,10.8
chain_link_two,sae,"{""m"": 16}",0,115,15000,0.005,0.7523626089096069,0.7535495162010193,0.8145275115966797,0.7472222447395325,0.6024321913719177,0.22125813364982605,0.6800000071525574,0.7952380776405334,0.1518324613571167,0.5384315252304077,0.740998387336731,0.3330959677696228,4200,7200,11.9
chain_link_two,sae,"{""m"": 32}",0,227,15000,0.005,0.7640882134437561,0.7621384263038635,0.8007757663726807,0.8149999976158142,0.5706267356872559,0.23644252121448517,0.746666669845581,0.8638095259666443,0.026178009808063507,0.5408935546875,0.7566609978675842,0.1794971525669098,4000,7000,12.9
chain_link_two,sae,"{""m"": 64}",0,451,15000,0.005,0.9170458912849426,0.9104294180870056,0.9340620636940002,0.9344444870948792,0.8072965145111084,0.3861171305179596,0.8733333349227905,0.9780952334403992,0.6492146849632263,0.24651704728603363,0.9150588512420654,0.22559158504009247,14000,15000,35.7
chain_link_two,sae,"{""m"": 128}",0,899,15000,0.005,0.9585229754447937,0.9521471858024597,0.9580395221710205,0.9822222590446472,0.8858746290206909,0.5813449025154114,0.9666666388511658,0.9933333396911621,0.8272251486778259,0.14355944097042084,0.9571247696876526,0.18564307689666748,14200,15000,52.3
chain_link_two,sae,"{""m"": 256}",0,1795,15000,0.005,0.9616730809211731,0.9561787843704224,0.9605078101158142,0.9850000143051147,0.8961646556854248,0.6008676886558533,0.9653333425521851,0.9990476369857788,0.8219895362854004,0.12951552867889404,0.9628341794013977,0.1256881207227707,14800,15000,81.8
chain_link_two,sae,"{""m"": 512}",0,3587,15000,0.005,0.9632481932640076,0.9582821726799011,0.9643864631652832,0.9850000143051147,0.8971000909805298,0.6399132609367371,0.9666666388511658,0.9980952143669128,0.8115183115005493,0.11865822970867157,0.9647591710090637,0.08488442003726959,10900,13900,124.3
chain_link_two,sae,"{""m"": 1024}",0,7171,15000,0.005,0.9599230289459229,0.9540753364562988,0.9633286595344543,0.9788889288902283,0.8877455592155457,0.6399132609367371,0.9519999623298645,0.9980952143669128,0.7748691439628601,0.12114371359348297,0.9633591771125793,0.036322131752967834,13600,15000,230.4
chain_link_two,sae,"{""m"": 2048}",0,14339,15000,0.005,0.959572970867157,0.9544259309768677,0.9626234173774719,0.9794444441795349,0.8905519247055054,0.6442516446113586,0.9546666741371155,0.9971428513526917,0.7748691439628601,0.12058387696743011,0.9632060527801514,0.02028699405491352,14100,15000,439.1
chain_link_two,sae_weak,"{""m"": 4}",0,31,15000,0.005,0.5042002201080322,0.5216476917266846,0.7450634837150574,0.4794444441795349,0.0,0.29501086473464966,0.5213333368301392,0.44952380657196045,0.17277486622333527,0.9307910799980164,0.5158376097679138,0.17725679278373718,300,5000,8.5
chain_link_two,sae_weak,"{""m"": 8}",0,59,15000,0.005,0.6709835529327393,0.6667835116386414,0.7771509289741516,0.8766666650772095,0.020579980686306953,0.08459869772195816,0.9800000190734863,0.8028571605682373,0.0,0.6571527719497681,0.6632978916168213,0.4472830593585968,5900,8900,15.2
chain_link_two,sae_weak,"{""m"": 16}",0,115,15000,0.005,0.7800140380859375,0.7770376801490784,0.8212271332740784,0.8261111378669739,0.5771749019622803,0.1735357940196991,0.7360000014305115,0.8904761672019958,0.20942407846450806,0.5131829380989075,0.7748610973358154,0.4014241695404053,5700,8700,14.7
chain_link_two,sae_weak,"{""m"": 32}",0,227,15000,0.005,0.8221911191940308,0.8173531889915466,0.8533145785331726,0.8533333539962769,0.6613657474517822,0.2125813513994217,0.7506666779518127,0.9266666769981384,0.376963347196579,0.4380050599575043,0.8182395100593567,0.25664985179901123,4900,7900,14.4
chain_link_two,sae_weak,"{""m"": 64}",0,451,15000,0.005,0.9165208339691162,0.913935124874115,0.9259520769119263,0.9472222328186035,0.8260055780410767,0.3687635660171509,0.8999999761581421,0.9809523820877075,0.6335078477859497,0.24164754152297974,0.9158901572227478,0.3502766191959381,14000,15000,35.8
chain_link_two,sae_weak,"{""m"": 128}",0,899,15000,0.005,0.9506475329399109,0.9488167762756348,0.9562764763832092,0.9838889241218567,0.8699719309806824,0.5401301383972168,0.9639999866485596,0.9980952143669128,0.7905759215354919,0.15694408118724823,0.9532747268676758,0.3660714328289032,14800,15000,51.9
chain_link_two,sae_weak,"{""m"": 256}",0,1795,15000,0.005,0.9586979746818542,0.9519719481468201,0.9538081884384155,0.9861111640930176,0.8896164298057556,0.5314533710479736,0.9706666469573975,0.9971428513526917,0.7853403091430664,0.13294915854930878,0.9621560573577881,0.29063183069229126,13000,15000,82.1
chain_link_two,sae_weak,"{""m"": 512}",0,3587,15000,0.005,0.9663983583450317,0.9638912677764893,0.9661495089530945,0.9900000095367432,0.9139382243156433,0.6485900282859802,0.9760000109672546,1.0,0.8219895362854004,0.10035750269889832,0.9718905091285706,0.24685923755168915,14800,15000,133.9
chain_link_two,sae_weak,"{""m"": 1024}",0,7171,15000,0.005,0.9735736846923828,0.970902681350708,0.9746121764183044,0.9938889145851135,0.9223573207855225,0.687635600566864,0.9853333234786987,1.0,0.8219895362854004,0.08155826479196548,0.980268657207489,0.14663688838481903,14900,15000,230.2
chain_link_two,sae_weak,"{""m"": 2048}",0,14339,15000,0.005,0.97602379322052,0.9733566641807556,0.9749647974967957,0.9944444894790649,0.9335827827453613,0.7049891352653503,0.9866666793823242,1.0,0.8429319262504578,0.07534445077180862,0.9839218258857727,0.08974703401327133,14100,15000,437.6
chain_link_two,relu1,"{""m"": 4}",0,31,15000,0.005,0.5040252208709717,0.5216476917266846,0.7450634837150574,0.4794444441795349,0.0,0.2928416430950165,0.5239999890327454,0.4476190507411957,0.17277486622333527,0.930877685546875,0.5158594846725464,0.17751970887184143,300,5000,7.8
chain_link_two,relu1,"{""m"": 8}",0,59,15000,0.005,0.6695834994316101,0.6657317876815796,0.776445746421814,0.8794444799423218,0.012160898186266422,0.08026030659675598,0.9839999675750732,0.8047618865966797,0.0,0.6569768786430359,0.662401020526886,0.4485538899898529,5800,8800,13.4
chain_link_two,relu1,"{""m"": 16}",0,115,15000,0.005,0.7798389792442322,0.7759859561920166,0.8127644658088684,0.8116666674613953,0.6183348894119263,0.19522777199745178,0.7386666536331177,0.8638095259666443,0.19371728599071503,0.520033061504364,0.7749048471450806,0.410626620054245,4700,7700,10.3
chain_link_two,relu1,"{""m"": 32}",0,227,15000,0.005,0.801715075969696,0.7954425811767578,0.8131170868873596,0.8488889336585999,0.6585593819618225,0.21908894181251526,0.7680000066757202,0.90666663646698,0.17277486622333527,0.4916839897632599,0.7925800085067749,0.2504546344280243,5200,8200,12.1
chain_link_two,relu1,"{""m"": 64}",0,451,15000,0.005,0.8844942450523376,0.8844872713088989,0.9005641937255859,0.9122222661972046,0.7951356172561646,0.3036876320838928,0.8560000061988831,0.9523809552192688,0.6230366826057434,0.31752797961235046,0.8858336806297302,0.39898115396499634,14200,15000,27.8
chain_link_two,relu1,"{""m"": 128}",0,899,15000,0.005,0.9347217679023743,0.9270814657211304,0.9340620636940002,0.9711111187934875,0.8344246745109558,0.3861171305179596,0.9386666417121887,0.9942857027053833,0.7382199168205261,0.2100110948085785,0.9308308362960815,0.5017692446708679,14100,15000,39.1
chain_link_two,relu1,"{""m"": 256}",0,1795,15000,0.005,0.9478474259376526,0.9444347023963928,0.9474612474441528,0.9833333492279053,0.8709073662757874,0.46854662895202637,0.9679999947547913,0.9942857027053833,0.7801046967506409,0.16443070769309998,0.9493809938430786,0.4845680594444275,15000,15000,55.3
chain_link_two,relu1,"{""m"": 512}",0,3587,15000,0.005,0.9551977515220642,0.9516213536262512,0.9562764763832092,0.9855555891990662,0.8821328282356262,0.537960946559906,0.9666666388511658,0.9990476369857788,0.7853403091430664,0.13927124440670013,0.958371639251709,0.4986059367656708,14900,15000,83.5
chain_link_two,relu1,"{""m"": 1024}",0,7171,15000,0.005,0.9667483568191528,0.9614372849464417,0.9654443264007568,0.9916666746139526,0.8999064564704895,0.6138828992843628,0.9800000190734863,1.0,0.801047146320343,0.11096681654453278,0.9693092107772827,0.48862290382385254,13800,15000,137.4
chain_link_two,relu1,"{""m"": 2048}",0,14339,15000,0.005,0.9726986289024353,0.9686239957809448,0.9714387059211731,0.9944444894790649,0.9176800847053528,0.6616052389144897,0.9866666793823242,1.0,0.8115183115005493,0.08513457328081131,0.9791749119758606,0.48624587059020996,15000,15000,256.2
chain_link_two,mlp2,"{""h"": 2}",0,23,15000,0.005,0.4922996163368225,0.49710777401924133,1.0,0.0,0.0,0.5054230093955994,0.0,0.0,0.6753926873207092,1.0259225368499756,0.49678435921669006,nan,100,5000,10.4
chain_link_two,mlp2,"{""h"": 4}",0,51,15000,0.005,0.4922996163368225,0.49710777401924133,1.0,0.0,0.0,0.5054230093955994,0.0,0.0,0.6753926873207092,1.0574908256530762,0.49678435921669006,nan,100,5000,10.0
chain_link_two,mlp2,"{""h"": 6}",0,87,15000,0.005,0.7917395830154419,0.783172607421875,0.8402680158615112,0.8572222590446472,0.5070158839225769,0.14967462420463562,0.825333297252655,0.8799999952316284,0.1518324613571167,0.4797038435935974,0.7879424691200256,nan,4400,7400,14.9
chain_link_two,mlp2,"{""h"": 8}",0,131,15000,0.005,0.7891144752502441,0.7819456458091736,0.8374471068382263,0.8061111569404602,0.5940130949020386,0.15835140645503998,0.7133333086967468,0.8723809719085693,0.30890053510665894,0.4829103350639343,0.7907424569129944,nan,7400,10400,19.5
chain_link_two,mlp2,"{""h"": 12}",0,243,15000,0.005,0.7278614044189453,0.7269061803817749,0.8120592832565308,0.5094444751739502,0.8671655654907227,0.39479392766952515,0.19866666197776794,0.7314285635948181,0.30890053510665894,0.5405650734901428,0.7257295846939087,nan,13400,15000,27.9
chain_link_two,mlp2,"{""h"": 16}",0,387,15000,0.005,0.9443472623825073,0.9351446032524109,0.9467560052871704,0.9527778029441833,0.8746492266654968,0.494577020406723,0.918666660785675,0.977142870426178,0.7591623067855835,0.18085303902626038,0.940718412399292,nan,11100,14100,24.1
chain_link_two,mlp2,"{""h"": 24}",0,771,15000,0.005,0.9425971508026123,0.9398772716522217,0.950282096862793,0.9616667032241821,0.8755846619606018,0.537960946559906,0.9306666851043701,0.9838095307350159,0.7120419144630432,0.17300035059452057,0.9422496557235718,nan,11900,14900,27.5
chain_link_two,mlp2,"{""h"": 32}",0,1283,15000,0.005,0.9543227553367615,0.9521471858024597,0.9626234173774719,0.9661111235618591,0.9008418917655945,0.6247288584709167,0.9239999651908875,0.9961904883384705,0.7958115339279175,0.1399262398481369,0.9581528902053833,nan,14400,15000,30.6
chain_link_two,mlp2,"{""h"": 48}",0,2691,15000,0.005,0.9623731374740601,0.956354022026062,0.9661495089530945,0.9700000286102295,0.9073900580406189,0.6442516446113586,0.9399999976158142,0.991428554058075,0.801047146320343,0.12161359935998917,0.9646060466766357,nan,14500,15000,36.1
chain_link_two,mlp2,"{""h"": 64}",0,4611,15000,0.005,0.9672733545303345,0.9637160301208496,0.9728491306304932,0.9816666841506958,0.9092609882354736,0.6789587736129761,0.9599999785423279,0.9971428513526917,0.7958115339279175,0.09757165610790253,0.9717373847961426,nan,13500,15000,40.4
chain_link_two,spline1,"{""G"": 4, ""h"": 1}",0,34,15000,0.01,0.685684323310852,0.6785275936126709,0.7140339016914368,0.8105555772781372,0.3620205819606781,0.14533622562885284,0.7759999632835388,0.8352380990982056,0.0,0.6444988250732422,0.6817824244499207,nan,8500,11500,29.8
chain_link_two,spline1,"{""G"": 4, ""h"": 2}",0,65,15000,0.01,0.7133356928825378,0.708325982093811,0.7739774584770203,0.7166666984558105,0.5201122760772705,0.3058568239212036,0.4386666715145111,0.915238082408905,0.4659685790538788,0.6161341071128845,0.7054294347763062,nan,2500,5500,16.2
chain_link_two,spline1,"{""G"": 4, ""h"": 4}",0,127,15000,0.01,0.7954148054122925,0.7998247146606445,0.8526093363761902,0.823888897895813,0.6192703247070312,0.2321041226387024,0.7360000014305115,0.8866666555404663,0.4031413793563843,0.46267253160476685,0.798748791217804,nan,4000,7000,22.0
chain_link_two,spline1,"{""G"": 4, ""h"": 8}",0,251,15000,0.01,0.9303465485572815,0.925854504108429,0.9389986395835876,0.9538888931274414,0.8437792062759399,0.4273318946361542,0.9279999732971191,0.9723809361457825,0.7486910820007324,0.2246353030204773,0.9292120933532715,nan,4500,7500,27.9
chain_link_two,spline1,"{""G"": 4, ""h"": 16}",0,499,15000,0.01,0.9726986289024353,0.9668711423873901,0.972496509552002,0.9883333444595337,0.915809154510498,0.6550976037979126,0.9879999756813049,0.9885714054107666,0.7853403091430664,0.09805667400360107,0.972524881362915,nan,14700,15000,74.1
chain_link_two,spline1,"{""G"": 4, ""h"": 32}",0,995,15000,0.01,0.9842492341995239,0.982822060585022,0.9858956336975098,0.9961111545562744,0.9522918462753296,0.8026030659675598,0.9906666278839111,1.0,0.9005235433578491,0.059600867331027985,0.9873343110084534,nan,13700,15000,114.1
chain_link_two,spline1,"{""G"": 8, ""h"": 1}",0,58,15000,0.01,0.6361567974090576,0.639439046382904,0.790197491645813,0.7816666960716248,0.0,0.14967462420463562,0.7866666316986084,0.7780952453613281,0.26178011298179626,0.7990525960922241,0.6426259279251099,nan,300,5000,13.9
chain_link_two,spline1,"{""G"": 8, ""h"": 2}",0,113,15000,0.01,0.8290164470672607,0.8177037239074707,0.8434414863586426,0.8583333492279053,0.6810103058815002,0.2104121446609497,0.8493333458900452,0.8647618889808655,0.5340313911437988,0.4363144636154175,0.821608304977417,nan,14000,15000,47.0
