shape,family,size,seed,n_params,steps,lr,val_acc,test_acc,test_acc_exterior,test_acc_surface,test_acc_interior,test_acc_near,test_acc_surface_Kneg,test_acc_surface_Kpos,test_acc_cavity,test_loss,train_acc,sparsity,best_step,seconds
chain_link_two,sae_weak,"{""m"": 2}",0,17,3000,0.005,0.4922996163368225,0.49710777401924133,1.0,0.0,0.0,0.5054230093955994,0.0,0.0,0.6753926873207092,1.020731806755066,0.49678435921669006,0.8744083642959595,50,9.7
chain_link_two,sae_weak,"{""m"": 2}",1,17,3000,0.005,0.5245012640953064,0.5260297656059265,0.8060649037361145,0.39722222089767456,0.0,0.2646420896053314,0.445333331823349,0.3628571331501007,0.41361257433891296,0.9475987553596497,0.5221595168113708,0.46888694167137146,300,8.1
chain_link_two,sae_weak,"{""m"": 4}",0,31,3000,0.005,0.5028001666069031,0.5253286361694336,0.6819463968276978,0.5905555486679077,0.0,0.24511930346488953,0.6773333549499512,0.5285714268684387,0.07329843193292618,0.9199291467666626,0.516537606716156,0.15302366018295288,350,7.8
chain_link_two,sae_weak,"{""m"": 4}",1,31,3000,0.005,0.6450822949409485,0.6420683264732361,0.7891396880149841,0.7916666865348816,0.0,0.12364425510168076,0.9480000138282776,0.6800000071525574,0.005235602147877216,0.6898365020751953,0.6401540040969849,0.17296230792999268,2700,8.0
chain_link_two,sae_weak,"{""m"": 8}",0,59,3000,0.005,0.6650332808494568,0.663277804851532,0.8046544790267944,0.8344444632530212,0.0,0.12364425510168076,0.9666666388511658,0.7400000095367432,0.0,0.6665902137756348,0.6593385338783264,0.45085451006889343,2200,8.1
chain_link_two,sae_weak,"{""m"": 8}",1,59,3000,0.005,0.6650332808494568,0.6671340465545654,0.8067701458930969,0.84333336353302,0.0,0.12147505581378937,0.9866666793823242,0.7409523725509644,0.005235602147877216,0.6758995652198792,0.6652010679244995,0.4941936731338501,2600,8.0
chain_link_two,sae_weak,"{""m"": 16}",0,115,3000,0.005,0.6727336645126343,0.6729184985160828,0.8131170868873596,0.8516666889190674,0.0,0.10412147641181946,0.9933333396911621,0.7504761815071106,0.0,0.6674489378929138,0.672616720199585,0.44385406374931335,950,7.9
chain_link_two,sae_weak,"{""m"": 16}",1,115,3000,0.005,0.6687084436416626,0.6706397533416748,0.8127644658088684,0.8450000286102295,0.0,0.11713665723800659,0.9933333396911621,0.7390475869178772,0.0,0.6753230690956116,0.6692261099815369,0.4618426561355591,1200,7.9
chain_link_two,sae_weak,"{""m"": 32}",0,227,3000,0.005,0.7604130506515503,0.7491673827171326,0.8071227073669434,0.8444444537162781,0.4349859654903412,0.1344902366399765,0.7586666345596313,0.9057142734527588,0.015706807374954224,0.5734578967094421,0.7495297193527222,0.2598378658294678,2850,8.3
chain_link_two,sae_weak,"{""m"": 32}",1,227,3000,0.005,0.698634922504425,0.7035933136940002,0.8050071001052856,0.8888888955116272,0.12254443019628525,0.10412147641181946,0.9386666417121887,0.8533333539962769,0.0,0.6221649646759033,0.701141893863678,0.49998903274536133,2850,8.1
chain_link_two,sae_weak,"{""m"": 64}",0,451,3000,0.005,0.7885894179344177,0.7887817621231079,0.8173484206199646,0.8455556035041809,0.6173994541168213,0.21691974997520447,0.7599999904632568,0.90666663646698,0.04712041839957237,0.522632896900177,0.7803955078125,0.38639897108078003,2300,10.9
chain_link_two,sae_weak,"{""m"": 64}",1,451,3000,0.005,0.7838642001152039,0.7765117883682251,0.8071227073669434,0.8383333683013916,0.5912067294120789,0.190889373421669,0.734666645526886,0.9123809337615967,0.020942408591508865,0.5383416414260864,0.7792142629623413,0.422524094581604,2700,11.2
chain_link_two,sae_weak,"{""m"": 128}",0,899,3000,0.005,0.8685684204101562,0.8604732155799866,0.8712976574897766,0.917222261428833,0.7362020611763,0.22559653222560883,0.843999981880188,0.9695237874984741,0.5392670035362244,0.3685935437679291,0.8644835352897644,0.38072001934051514,2950,16.1
chain_link_two,sae_weak,"{""m"": 128}",1,899,3000,0.005,0.8580679297447205,0.8538123965263367,0.8660085201263428,0.898888885974884,0.7455565929412842,0.23644252121448517,0.8373333215713501,0.9428571462631226,0.5078533887863159,0.38061022758483887,0.8546397686004639,0.3624424636363983,2850,16.1
chain_link_two,sae_weak,"{""m"": 256}",0,1795,3000,0.005,0.9000700116157532,0.8941279053688049,0.9037376642227173,0.9433333277702332,0.7857810854911804,0.2646420896053314,0.8893333077430725,0.9819047451019287,0.7015706896781921,0.3044842779636383,0.8969243764877319,0.3228684961795807,2850,23.9
chain_link_two,sae_weak,"{""m"": 256}",1,1795,3000,0.005,0.8981449007987976,0.8853636980056763,0.9037376642227173,0.92166668176651,0.7754911184310913,0.273318886756897,0.8546666502952576,0.9695237874984741,0.6335078477859497,0.30799952149391174,0.8921555876731873,0.2967510521411896,2900,24.1
chain_link_two,sae_weak,"{""m"": 512}",0,3587,3000,0.005,0.9252712726593018,0.9195442199707031,0.9174894690513611,0.9783333539962769,0.8260055780410767,0.3058568239212036,0.9480000138282776,1.0,0.7382199168205261,0.23951834440231323,0.9244433045387268,0.29519060254096985,2950,40.5
chain_link_two,sae_weak,"{""m"": 512}",1,3587,3000,0.005,0.9252712726593018,0.916564404964447,0.9153738021850586,0.976111114025116,0.8194574117660522,0.29934924840927124,0.9466666579246521,0.9971428513526917,0.7225130796432495,0.2444867044687271,0.923218309879303,0.291999876499176,3000,40.5
chain_link_two,sae_weak,"{""m"": 1024}",0,7171,3000,0.005,0.9361218214035034,0.9304118752479553,0.9312412142753601,0.9833333492279053,0.8391019701957703,0.3600867688655853,0.9599999785423279,1.0,0.7434555292129517,0.2048650085926056,0.9354902505874634,0.18176643550395966,2850,68.9
chain_link_two,sae_weak,"{""m"": 1024}",1,7171,3000,0.005,0.9350717663764954,0.929535448551178,0.9301834106445312,0.9827777743339539,0.8381664752960205,0.33839479088783264,0.9586666822433472,1.0,0.7382199168205261,0.2050691395998001,0.9356652498245239,0.1897345334291458,2700,69.0
chain_link_two,sae_weak,"{""m"": 2048}",0,14339,3000,0.005,0.9399720430374146,0.9367221593856812,0.9386460185050964,0.9844444394111633,0.8512628674507141,0.41214752197265625,0.9626666307449341,1.0,0.753926694393158,0.18490786850452423,0.941374659538269,0.1250978261232376,2800,132.0
chain_link_two,sae_weak,"{""m"": 2048}",1,14339,3000,0.005,0.9403220415115356,0.9356704354286194,0.9382933974266052,0.9838889241218567,0.8475210666656494,0.4013015329837799,0.9613333344459534,1.0,0.753926694393158,0.18123087286949158,0.9432777762413025,0.1239008679986,2800,128.9
chain_link_two,sae_weak,"{""m"": 4096}",0,28675,3000,0.005,0.9404970407485962,0.9375985860824585,0.9400564432144165,0.9838889241218567,0.8531337380409241,0.43383949995040894,0.9613333344459534,1.0,0.7486910820007324,0.17947499454021454,0.9422277808189392,0.10096295177936554,2900,226.1
chain_link_two,sae_weak,"{""m"": 4096}",1,28675,3000,0.005,0.9429471492767334,0.9382997155189514,0.9404090642929077,0.9844444394111633,0.8550046682357788,0.43167027831077576,0.9626666307449341,1.0,0.7748691439628601,0.1716061532497406,0.9455090761184692,0.09768620133399963,2950,225.6
chain_link_three,sae_weak,"{""m"": 2}",0,17,3000,0.005,0.5963559746742249,0.5945378541946411,0.7336612939834595,0.7266666889190674,0.0,0.11166252940893173,0.7222930192947388,0.7300493121147156,0.06106870248913765,0.9134493470191956,0.5969930291175842,0.5033263564109802,1850,7.9
chain_link_three,sae_weak,"{""m"": 2}",1,17,3000,0.005,0.5252277255058289,0.518207311630249,0.5871398448944092,0.7161111235618591,0.0,0.13399504125118256,0.7694267630577087,0.674876868724823,0.030534351244568825,0.9266016483306885,0.5243139266967773,0.24229691922664642,1600,7.8
chain_link_three,sae_weak,"{""m"": 4}",0,31,3000,0.005,0.518395185470581,0.5171568989753723,0.7491215467453003,0.4566666781902313,0.0,0.23573200404644012,0.47388535737991333,0.44334977865219116,0.4020356237888336,0.9761590361595154,0.5050553679466248,0.19104517996311188,500,7.8
chain_link_three,sae_weak,"{""m"": 4}",1,31,3000,0.005,0.5965311527252197,0.5908613801002502,0.8183415532112122,0.5811111330986023,0.0,0.17369726300239563,0.8267515897750854,0.39113301038742065,0.0025445292703807354,0.7703866958618164,0.5989845395088196,0.5392594933509827,2500,7.7
chain_link_three,sae_weak,"{""m"": 8}",0,59,3000,0.005,0.6045899987220764,0.6001400947570801,0.8088545203208923,0.6255555748939514,0.0,0.1513647586107254,0.8777070045471191,0.43054187297821045,0.0,0.7631791234016418,0.6046527028083801,0.533504068851471,700,7.8
chain_link_three,sae_weak,"{""m"": 8}",1,59,3000,0.005,0.6142256259918213,0.6146708726882935,0.7997189164161682,0.6688889265060425,0.029080675914883614,0.1538461595773697,0.8802548050880432,0.5054187178611755,0.027989821508526802,0.7577607035636902,0.617280125617981,0.5797662734985352,2700,8.0
chain_link_three,sae_weak,"{""m"": 16}",0,115,3000,0.005,0.6285914182662964,0.6311274766921997,0.7793394327163696,0.7705555558204651,0.0,0.11662530899047852,0.9273885488510132,0.6492611169815063,0.0,0.7101160287857056,0.6314614415168762,0.5009629130363464,2450,7.9
chain_link_three,sae_weak,"{""m"": 16}",1,115,3000,0.005,0.6065171360969543,0.6031162738800049,0.8032326102256775,0.6438888907432556,0.0,0.1513647586107254,0.8815286755561829,0.460098534822464,0.0,0.7557793855667114,0.6076727509498596,0.5520614385604858,2450,7.9
chain_link_three,sae_weak,"{""m"": 32}",0,227,3000,0.005,0.7228450775146484,0.7209383845329285,0.7832044959068298,0.7605555653572083,0.4878048896789551,0.2133994996547699,0.7961783409118652,0.7330049276351929,0.11959287524223328,0.6046127080917358,0.7220422625541687,0.3454131782054901,3000,9.4
chain_link_three,sae_weak,"{""m"": 32}",1,227,3000,0.005,0.6398037672042847,0.6421568989753723,0.750527024269104,0.8411111235618591,0.016885552555322647,0.07444168627262115,0.9668790102005005,0.743842363357544,0.0,0.6868501901626587,0.6447892189025879,0.4355359375476837,2950,9.3
chain_link_three,sae_weak,"{""m"": 64}",0,451,3000,0.005,0.7902942895889282,0.7928921580314636,0.8134223222732544,0.8138889074325562,0.702626645565033,0.2729528546333313,0.7426751852035522,0.8689655661582947,0.37404578924179077,0.5135291814804077,0.7920295596122742,0.36445751786231995,2550,11.2
chain_link_three,sae_weak,"{""m"": 64}",1,451,3000,0.005,0.7422915101051331,0.7473739385604858,0.7607167959213257,0.7816666960716248,0.6538461446762085,0.2754342555999756,0.7898089289665222,0.7753694653511047,0.22391857206821442,0.5802090764045715,0.743554949760437,0.4533766806125641,2600,11.1
chain_link_three,sae_weak,"{""m"": 128}",0,899,3000,0.005,0.8428521156311035,0.8490896821022034,0.8692902326583862,0.8738889098167419,0.7532833218574524,0.28535979986190796,0.7796178460121155,0.9467980861663818,0.661577582359314,0.40253716707229614,0.8441370725631714,0.3654778301715851,3000,16.1
chain_link_three,sae_weak,"{""m"": 128}",1,899,3000,0.005,0.8402242064476013,0.8412114977836609,0.8552353978157043,0.8766666650772095,0.7439024448394775,0.270471453666687,0.8140127658843994,0.9251231551170349,0.5470737814903259,0.4094601571559906,0.8404604196548462,0.3226759433746338,3000,16.1
chain_link_three,sae_weak,"{""m"": 256}",0,1795,3000,0.005,0.863524854183197,0.8650210499763489,0.8875615000724792,0.8911111354827881,0.7607879638671875,0.28535979986190796,0.8242038488388062,0.9428571462631226,0.6666666865348816,0.3530847430229187,0.8664594888687134,0.3500053286552429,3000,24.0
chain_link_three,sae_weak,"{""m"": 256}",1,1795,3000,0.005,0.8659775257110596,0.8676470518112183,0.8914265632629395,0.8822222352027893,0.7795497179031372,0.31513646245002747,0.8101910948753357,0.9379310607910156,0.6895674467086792,0.35296908020973206,0.8660436868667603,0.2970193028450012,2750,23.8
chain_link_three,sae_weak,"{""m"": 512}",0,3587,3000,0.005,0.8906797170639038,0.8949580192565918,0.9079409837722778,0.9227777719497681,0.8133208155632019,0.3349875807762146,0.8815286755561829,0.9546798467636108,0.7455470561981201,0.29309287667274475,0.8942530751228333,0.3098715543746948,2700,39.0
