shape,family,size,seed,n_params,steps,lr,val_acc,test_acc,test_acc_exterior,test_acc_surface,test_acc_interior,test_acc_near,test_acc_surface_Kneg,test_acc_surface_Kpos,test_acc_cavity,test_loss,train_acc,sparsity,best_step,seconds
sphere_skeleton,sae,"{""m"": 2}",0,17,3000,0.005,0.5688090324401855,0.5762618184089661,0.8316345810890198,0.20397351682186127,0.48479998111724854,0.45623835921287537,0.21869781613349915,0.19429199397563934,0.42629483342170715,0.9755573868751526,0.5770848989486694,0.4998151361942291,650,4.4
sphere_skeleton,sae,"{""m"": 2}",1,17,3000,0.005,0.4882385730743408,0.489739328622818,1.0,0.0,0.0,0.45996275544166565,0.0,0.0,0.9920319318771362,1.044106364250183,0.4954778850078583,0.5715474486351013,50,3.0
sphere_skeleton,sae,"{""m"": 4}",0,31,3000,0.005,0.4882385730743408,0.489739328622818,1.0,0.0,0.0,0.45996275544166565,0.0,0.0,0.9920319318771362,1.034793496131897,0.4954778850078583,0.26876503229141235,50,3.2
sphere_skeleton,sae,"{""m"": 4}",1,31,3000,0.005,0.5612150430679321,0.5564799308776855,0.8316345810890198,0.28410595655441284,0.30239999294281006,0.37057727575302124,0.4908180236816406,0.14818879961967468,0.007968127727508545,0.8113028407096863,0.562042236328125,0.5483453869819641,2950,3.1
sphere_skeleton,sae,"{""m"": 8}",0,59,3000,0.005,0.6278940439224243,0.6182289123535156,0.7538694143295288,0.24834437668323517,0.7775999903678894,0.41527003049850464,0.1151919811964035,0.3358946144580841,0.007968127727508545,0.7418336272239685,0.630280613899231,0.22157515585422516,1950,3.2
sphere_skeleton,sae,"{""m"": 8}",1,59,3000,0.005,0.6273384094238281,0.6256240010261536,0.7923744916915894,0.3337748348712921,0.6247999668121338,0.3910614550113678,0.45075124502182007,0.2568605840206146,0.007968127727508545,0.7791182994842529,0.6328846216201782,0.4547744691371918,2100,4.2
sphere_skeleton,sae,"{""m"": 16}",0,115,3000,0.005,0.702537477016449,0.6929192543029785,0.7727444767951965,0.4860927164554596,0.7735999822616577,0.4040968418121338,0.25542569160461426,0.6377606987953186,0.19920319318771362,0.6490333676338196,0.7016577124595642,0.3164401948451996,2900,3.9
sphere_skeleton,sae,"{""m"": 16}",1,115,3000,0.005,0.6564178466796875,0.645775556564331,0.76481693983078,0.47549670934677124,0.5992000102996826,0.35754191875457764,0.3372287154197693,0.5664105415344238,0.023904383182525635,0.6995517611503601,0.6517170071601868,0.39296776056289673,2500,3.2
sphere_skeleton,sae,"{""m"": 32}",0,227,3000,0.005,0.7732913494110107,0.7740802764892578,0.8240845799446106,0.6662251949310303,0.7983999848365784,0.3947858512401581,0.5592654347419739,0.7365532517433167,0.5219123363494873,0.5226344466209412,0.7806839942932129,0.2538708746433258,2950,3.1
sphere_skeleton,sae,"{""m"": 32}",1,227,3000,0.005,0.7931098341941833,0.7970049977302551,0.8512646555900574,0.7059602737426758,0.7919999957084656,0.4003724455833435,0.5993322134017944,0.776070237159729,0.7450199127197266,0.49290931224823,0.7979586720466614,0.29937952756881714,3000,3.2
sphere_skeleton,sae,"{""m"": 64}",0,451,3000,0.005,0.8349694609642029,0.8458125591278076,0.8822197318077087,0.8099337816238403,0.8119999766349792,0.4320298135280609,0.6894824504852295,0.8891328573226929,0.8207171559333801,0.4045538902282715,0.8462021350860596,0.22926199436187744,3000,3.5
sphere_skeleton,sae,"{""m"": 64}",1,451,3000,0.005,0.8503426313400269,0.8644851446151733,0.8924122452735901,0.8490066528320312,0.8240000009536743,0.45623835921287537,0.6978297233581543,0.9484083652496338,0.8207171559333801,0.3857080340385437,0.8580362796783447,0.23048391938209534,2550,3.5
sphere_skeleton,sae,"{""m"": 128}",0,899,3000,0.005,0.8966475129127502,0.9046034812927246,0.9177048206329346,0.9165562987327576,0.8623999953269958,0.4543761610984802,0.8280467391014099,0.9747530221939087,0.8565737009048462,0.289452463388443,0.9057217836380005,0.19990409910678864,2600,5.0
